i,promotion,gamma
7948,low,1.06294002
7949,low,1.097687938
7950,low,1.009455816
7951,low,1.005332712
7952,low,1.044253411
7953,low,1.050847698
7954,low,1.015290973
7969,low,1.145271651
7972,low,1.078941699
7975,low,1.015334072
7976,low,1.081286835
7980,low,1.022631077
7982,low,1.123656265
7985,low,1.033354458
7987,low,1.131613982
7988,low,1.093946754
7989,low,1.020193556
7990,low,1.030100139
7993,low,1.156213131
7996,low,1.174910551
8006,low,1.038973908
8015,low,1.136257582
8018,low,1.165884828
8019,low,1.110352544
8020,low,1.036258013
8021,low,1.184766895
8022,low,1.058692399
8023,low,1.150389054
8024,low,1.136114018
8025,low,1.108105541
8026,low,1.07739085
8027,low,1.031744415
8028,low,1.17889299
8029,low,1.008492754
8030,low,1.137129157
8031,low,1.086024192
8032,low,1.025057861
8033,low,1.040870542
8034,low,1.184163002
8035,low,1.168136307
8036,low,1.04165652
8037,low,1.023243317
8038,low,1.056270203
8039,low,1.140415968
8040,low,1.062691048
8041,low,1.06764289
8042,low,1.063524652
8043,low,1.011593534
8044,low,1.178779691
8045,low,1.066043468
8046,low,1.018482837
8047,low,1.062563918
8048,low,1.083520181
8049,low,1.115948034
8050,low,1.020485419
8051,low,1.094345605
8052,low,1.014318905
8053,low,1.042692974
8054,low,1.084982794
8055,low,1.107177983
8056,low,1.076546093
8057,low,1.142361483
8058,low,1.067706051
8059,low,1.059260005
8060,low,1.164632559
8061,low,1.185654932
8062,low,1.114087576
8063,low,1.052868055
8064,low,1.028877964
8065,low,1.181029058
8066,low,1.177853399
8067,low,1.024556415
8068,low,1.169057232
8069,low,1.02138502
8070,low,1.106571634
8071,low,1.119470425
8072,low,1.174426326
8073,low,1.013254906
8074,low,1.08011524
8075,low,1.092599109
8076,low,1.199505473
8077,low,1.150524875
8078,low,1.011703428
8079,low,1.173935961
8080,low,1.014251826
8081,low,1.141244553
8082,low,1.015102139
8083,low,1.050460872
8084,low,1.014680112
8085,low,1.163488172
8086,low,1.180476075
8087,low,1.134634694
8088,low,1.076156158
8089,low,1.047406486
8090,low,1.004475618
8091,low,1.179290409
8092,low,1.040061362
8093,low,1.198033204
8094,low,1.044962724
8095,low,1.070835714
8096,low,1.111736571
8097,low,1.170933025
8098,low,1.124849088
8099,low,1.18258546
8100,low,1.110588164
8101,low,1.051411297
8102,low,1.148570638
8103,low,1.160431472
8104,low,1.000372543
8105,low,1.126738453
8106,low,1.171623558
8107,low,1.008807257
8108,low,1.168384735
8109,low,1.152978963
8110,low,1.09116706
8111,low,1.112787121
8112,low,1.084730287
8113,low,1.001062159
8114,low,1.09808633
8115,low,1.175473417
8116,low,1.191792519
8117,low,1.034705796
8118,low,1.048228704
8119,low,1.038391042
8120,low,1.046370144
8121,low,1.015251504
8122,low,1.197922883
8123,low,1.033770077
8124,low,1.07699935
8125,low,1.107166767
8126,low,1.018452561
8127,low,1.14405919
8128,low,1.012852991
8129,low,1.13628104
8130,low,1.056913498
8131,low,1.127355662
8132,low,1.089763075
8133,low,1.067069529
8134,low,1.116133619
8135,low,1.000477662
8136,low,1.129802271
8137,low,1.109430901
8138,low,1.041311875
8139,low,1.151808502
8140,low,1.166453895
8141,low,1.049350707
8142,low,1.146604586
8143,low,1.164863652
8144,low,1.082239089
8145,low,1.160069842
8146,low,1.014033635
8147,low,1.098882481
8148,low,1.060174097
8149,low,1.080617109
8150,low,1.199094475
8151,low,1.166670524
8152,low,1.170362158
8153,low,1.027274781
8154,low,1.073312958
8155,low,1.038381273
8156,low,1.181097046
8157,low,1.062417509
8158,low,1.023906065
8159,low,1.155639996
8160,low,1.149406966
8161,low,1.007765898
8162,low,1.116711386
8163,low,1.022587893
8164,low,1.0776526
8165,low,1.007133954
8166,low,1.165825001
8167,low,1.124825847
8168,low,1.023359211
8169,low,1.041237665
8170,low,1.179016254
8171,low,1.063437614
8172,low,1.027537974
8173,low,1.144893087
8174,low,1.079122033
8175,low,1.160653862
8176,low,1.179983754
8177,low,1.158037553
8178,low,1.172082692
8179,low,1.018652517
8180,low,1.152879531
8181,low,1.092155897
8182,low,1.173696187
8183,low,1.015894682
8184,low,1.066813252
8185,low,1.001198331
8186,low,1.14203638
8187,low,1.036705906
8188,low,1.140083404
8189,low,1.198955605
8190,low,1.123799341
8191,low,1.174677959
8192,low,1.145294073
8193,low,1.000175543
8194,low,1.138271241
8195,low,1.072433199
8196,low,1.005172237
8197,low,1.116824434
8198,low,1.039128511
8199,low,1.114250192
8200,low,1.057633384
8201,low,1.150000499
8202,low,1.047814656
8203,low,1.17050376
8204,low,1.052488681
8205,low,1.139092854
8206,low,1.123953076
8207,low,1.077189228
8208,low,1.063222532
8209,low,1.127774243
8210,low,1.116880745
8211,low,1.094780963
8212,low,1.145480075
8213,low,1.181833126
8214,low,1.098867879
8215,low,1.126005662
8216,low,1.129951463
8217,low,1.107146548
8218,low,1.06452322
8219,low,1.048803688
8220,low,1.120722435
8221,low,1.060009871
8222,low,1.033286193
8223,low,1.067075145
8224,low,1.14069185
8225,low,1.189705245
8226,low,1.025292414
8227,low,1.089683298
8228,low,1.171552323
8229,low,1.041513825
8230,low,1.13928937
8231,low,1.011334968
8232,low,1.15732042
8233,low,1.152682769
8234,low,1.067018035
8235,low,1.097512167
8236,low,1.190220924
8237,low,1.042994583
8238,low,1.139787144
8239,low,1.084694384
8240,low,1.088704564
8241,low,1.129715963
8242,low,1.018930968
8243,low,1.130497097
8244,low,1.102459439
8245,low,1.079005699
8246,low,1.174680763
8247,low,1.043638064
8248,low,1.018419285
8249,low,1.079035238
8250,low,1.12388946
8251,low,1.116956536
8252,low,1.107355929
8253,low,1.171403528
8254,low,1.191157599
8255,low,1.189524748
8256,low,1.199695949
8257,low,1.022132086
8258,low,1.142799851
8259,low,1.072150123
8260,low,1.112916349
8261,low,1.175598948
8262,low,1.16701432
8263,low,1.067801205
8264,low,1.10069591
8265,low,1.1673199
8266,low,1.133426873
8267,low,1.103982644
8268,low,1.1670071
8269,low,1.019112792
8270,low,1.041717013
8271,low,1.114228916
8272,low,1.030085909
8273,low,1.037749813
8274,low,1.090860247
8275,low,1.059489161
8276,low,1.076291126
8277,low,1.117132866
8278,low,1.198953903
8279,low,1.018645737
8280,low,1.085930113
8281,low,1.121073948
8282,low,1.137843925
8283,low,1.04916684
8284,low,1.009069636
8285,low,1.12892715
8286,low,1.163387464
8287,low,1.089256573
8288,low,1.040621579
8289,low,1.039141387
8290,low,1.162611745
8291,low,1.10338644
8292,low,1.06419835
8293,low,1.108468205
8294,low,1.092562005
8295,low,1.03461875
8296,low,1.022106279
8297,low,1.007896987
8298,low,1.162715486
8299,low,1.046436053
8300,low,1.016462605
8301,low,1.01921569
8302,low,1.028791227
8303,low,1.006916685
8304,low,1.040099813
8305,low,1.075314174
8306,low,1.049807507
8307,low,1.004887637
8308,low,1.118232262
8309,low,1.068213423
8310,low,1.065034423
8311,low,1.132232749
8312,low,1.138757312
8313,low,1.186108965
8314,low,1.021477765
8315,low,1.187708415
8316,low,1.116326567
8317,low,1.07734933
8318,low,1.184390266
8319,low,1.051153103
8320,low,1.17795784
8321,low,1.170432588
8322,low,1.074108115
8323,low,1.109052419
8324,low,1.149857318
8325,low,1.099162991
8326,low,1.055222309
8327,low,1.009063322
8328,low,1.172181713
8329,low,1.195118527
8330,low,1.000601257
8331,low,1.06342382
8332,low,1.084836721
8333,low,1.101606156
8334,low,1.164002747
8335,low,1.066283748
8336,low,1.148066799
8337,low,1.119097375
8338,low,1.027239187
8339,low,1.08422892
8340,low,1.000738858
8341,low,1.170714523
8342,low,1.183519064
8343,low,1.091924302
8344,low,1.160082822
8345,low,1.050980098
8346,low,1.133451294
8347,low,1.10015872
8348,low,1.184095503
8349,low,1.168421449
8350,low,1.183695541
8351,low,1.063426832
8352,low,1.069497405
8353,low,1.034627283
8354,low,1.148059131
8355,low,1.116268141
8356,low,1.138829685
8357,low,1.070847832
8358,low,1.069252379
8359,low,1.153224756
8360,low,1.174908301
8361,low,1.191042007
8362,low,1.004581238
8363,low,1.154373089
8364,low,1.10217923
8365,low,1.105794379
8366,low,1.192310685
8367,low,1.128634319
8368,low,1.111222201
8369,low,1.148554857
8370,low,1.075743866
8371,low,1.022323344
8372,low,1.000532103
8373,low,1.135927701
8374,low,1.093117328
8375,low,1.112112389
8376,low,1.155792846
8377,low,1.175055475
8378,low,1.143955972
8379,low,1.001440489
8380,low,1.123468893
8381,low,1.012317036
8382,low,1.02808205
8383,low,1.158604228
8384,low,1.068127622
8385,low,1.146799385
8386,low,1.179796571
8387,low,1.035944336
8388,low,1.089824177
8389,low,1.128946325
8390,low,1.083065053
8391,low,1.061270377
8392,low,1.032654198
8393,low,1.045621291
8394,low,1.138139926
8395,low,1.097049029
8396,low,1.106648401
8397,low,1.011191585
8398,low,1.086459802
8399,low,1.132584714
8400,low,1.10722063
8401,low,1.191138012
8402,low,1.172158957
8403,low,1.007907946
8404,low,1.108846731
8405,low,1.115500598
8406,low,1.060225328
8407,low,1.044245583
8408,low,1.062202649
8409,low,1.155911328
8410,low,1.019558033
8411,low,1.075218434
8412,low,1.033672002
8413,low,1.139154966
8414,low,1.180178033
8415,low,1.008711613
8416,low,1.180894396
8417,low,1.098216966
8418,low,1.134824635
8419,low,1.072679758
8420,low,1.007396701
8421,low,1.057559776
8422,low,1.087200916
8423,low,1.168066874
8424,low,1.161230725
8425,low,1.006255052
8426,low,1.126026885
8427,low,1.16751136
8428,low,1.145602061
8429,low,1.113175759
8430,low,1.190961172
8431,low,1.060680464
8432,low,1.079907215
8433,low,1.136187704
8434,low,1.052367499
8435,low,1.11103518
8436,low,1.135402113
8437,low,1.197494004
8438,low,1.182488905
8439,low,1.043255464
8440,low,1.160107957
8441,low,1.070307503
8442,low,1.160569922
8443,low,1.038676092
8444,low,1.166053361
8445,low,1.157105471
8446,low,1.046613765
8447,low,1.134878009
8448,low,1.185756094
8449,low,1.159394533
8450,low,1.158371734
8451,low,1.018284133
8452,low,1.031580473
8453,low,1.187292067
8454,low,1.075419203
8455,low,1.010131036
8456,low,1.127312067
8457,low,1.15405661
8458,low,1.073428586
8459,low,1.1573934
8460,low,1.182283372
8461,low,1.052505726
8462,low,1.177436185
8463,low,1.057273117
8464,low,1.196386514
8465,low,1.175824211
8466,low,1.084014373
8467,low,1.182693213
8468,low,1.087240512
8469,low,1.066718337
8470,low,1.169305537
8471,low,1.121376165
8472,low,1.007852378
8473,low,1.174403862
8474,low,1.198305577
8475,low,1.023062327
8476,low,1.16056233
8477,low,1.079080496
8478,low,1.010524107
8479,low,1.058005599
8480,low,1.049036695
8481,low,1.191620752
8482,low,1.011683822
8483,low,1.082903761
8484,low,1.0825914
8485,low,1.129833564
8486,low,1.104442769
8487,low,1.177146474
8488,low,1.01455521
8489,low,1.061341674
8490,low,1.044343989
8491,low,1.112609299
8492,low,1.169160393
8493,low,1.14630456
8494,low,1.055571002
8499,low,1.045433591
8500,low,1.141332051
8502,low,1.03528673
8503,low,1.139278987
8504,low,1.15820049
8505,low,1.148427216
8507,low,1.058215285
8512,low,1.194045393
8513,low,1.197840475
8515,low,1.151167878
8516,low,1.035476378
8519,low,1.036106456
8521,low,1.028624442
8523,low,1.164373208
8527,low,1.106795971
8528,low,1.179962675
8532,low,1.055666772
8533,low,1.003035457
8534,low,1.174230475
8535,low,1.162718559
8537,low,1.129874073
8541,low,1.081289045
8542,low,1.067944497
8544,low,1.012409617
8545,low,1.14066977
8546,low,1.144951482
8547,low,1.0612596
8549,low,1.136838399
8552,low,1.013693051
8553,low,1.177057193
8555,low,1.119171128
8556,low,1.022365635
8557,low,1.001995049
8558,low,1.08216512
8559,low,1.199204443
8560,low,1.026792309
8561,low,1.049772437
8562,low,1.059434855
8563,low,1.186486697
8564,low,1.140601292
8565,low,1.090431957
8566,low,1.044479888
8567,low,1.188245335
8568,low,1.096467018
8569,low,1.006989996
8570,low,1.177955859
8571,low,1.124921624
8572,low,1.183291726
8573,low,1.103180881
8574,low,1.007620594
8575,low,1.069723464
8576,low,1.019351629
8577,low,1.03949267
8578,low,1.196383223
8579,low,1.063938559
8580,low,1.168966694
8581,low,1.101237403
8582,low,1.182509118
8583,low,1.12690749
8584,low,1.149466918
8585,low,1.094003243
8586,low,1.100492018
8587,low,1.077966765
8588,low,1.096411658
8589,low,1.095450398
8590,low,1.060192343
8591,low,1.084313356
8592,low,1.173456188
8593,low,1.142668077
8594,low,1.041831155
8595,low,1.093625498
8596,low,1.072699657
8597,low,1.170752891
8598,low,1.13602941
8599,low,1.093108257
8600,low,1.1331204
8601,low,1.185712694
8602,low,1.03849345
8603,low,1.103447649
8604,low,1.143902177
8605,low,1.06458435
8606,low,1.044939725
8607,low,1.087199117
8608,low,1.163549438
8609,low,1.049423834
8610,low,1.110338921
8611,low,1.193688525
8612,low,1.109307462
8613,low,1.163204075
8614,low,1.079014079
8615,low,1.112112492
8616,low,1.001153042
8617,low,1.050884
8618,low,1.071303544
8619,low,1.03510056
8620,low,1.086031925
8621,low,1.179083934
8622,low,1.04288575
8623,low,1.00326398
8624,low,1.021407989
8625,low,1.048175114
8626,low,1.185830231
8627,low,1.071852484
8628,low,1.149891008
8629,low,1.0078847
8630,low,1.009796565
8631,low,1.150784581
8632,low,1.149492701
8633,low,1.045294852
8634,low,1.080347167
8635,low,1.164078676
8636,low,1.014319805
8637,low,1.151169944
8638,low,1.146926188
8639,low,1.176624985
8640,low,1.046117612
8641,low,1.016944033
8642,low,1.116185906
8643,low,1.196309357
8644,low,1.140995133
8645,low,1.142973398
8646,low,1.029583514
8647,low,1.163483041
8648,low,1.12996929
8649,low,1.078331414
8650,low,1.16462563
8651,low,1.051089433
8652,low,1.04930401
8653,low,1.164908041
8654,low,1.173372372
8655,low,1.11377253
8656,low,1.030573543
8657,low,1.084753661
8658,low,1.004966001
8659,low,1.17375336
8660,low,1.05488307
8661,low,1.048493251
8662,low,1.023792896
8663,low,1.158408263
8664,low,1.03947614
8665,low,1.159807314
8666,low,1.12619725
8667,low,1.017044284
8668,low,1.095992875
8669,low,1.199853022
8670,low,1.09653861
8671,low,1.039876337
8672,low,1.141729587
8673,low,1.155900226
8674,low,1.10040156
8675,low,1.026204203
8676,low,1.171533161
8677,low,1.053465272
8678,low,1.028643538
8679,low,1.191320836
8680,low,1.006051505
8681,low,1.073523237
8682,low,1.055346119
8683,low,1.18334476
8684,low,1.196832484
8685,low,1.0932593
8686,low,1.041454409
8687,low,1.018347956
8688,low,1.105406319
8689,low,1.068020269
8690,low,1.067458433
8691,low,1.062999785
8692,low,1.085605018
8693,low,1.098889572
8694,low,1.128662593
8695,low,1.037153624
8696,low,1.084900303
8697,low,1.143831582
8698,low,1.186440557
8699,low,1.094917519
8700,low,1.133325386
8701,low,1.047923602
8702,low,1.172305781
8703,low,1.065562902
8704,low,1.036124743
8705,low,1.10503233
8706,low,1.10608267
8707,low,1.118647333
8708,low,1.074989895
8709,low,1.198465323
8710,low,1.156364318
8711,low,1.052472211
8712,low,1.163225654
8713,low,1.192696846
8714,low,1.180264983
8715,low,1.071739117
8716,low,1.028055039
8717,low,1.022590577
8718,low,1.014047206
8719,low,1.109663172
8720,low,1.142840858
8721,low,1.003894472
8722,low,1.195525143
8723,low,1.16432144
8724,low,1.176681751
8725,low,1.026994033
8726,low,1.172787289
8727,low,1.159632876
8728,low,1.119874896
8729,low,1.145670841
8730,low,1.115199316
8731,low,1.197386109
8732,low,1.078605053
8733,low,1.14028563
8734,low,1.076924786
8735,low,1.086294711
8736,low,1.006684843
8737,low,1.193049081
8738,low,1.136937737
8739,low,1.009627323
8740,low,1.174498731
8741,low,1.189894586
8742,low,1.093334682
8743,low,1.134482033
8744,low,1.098586389
8745,low,1.112345019
8746,low,1.120651608
8747,low,1.170548065
8748,low,1.05494476
8749,low,1.092177106
8750,low,1.197370118
8751,low,1.126930599
8752,low,1.009161964
8753,low,1.047939468
8754,low,1.165765713
8755,low,1.062778652
8756,low,1.090097901
8757,low,1.036493176
8758,low,1.096913571
8759,low,1.188342507
8760,low,1.167377858
8761,low,1.056306493
8762,low,1.164940315
8763,low,1.193360575
8764,low,1.011379439
8765,low,1.027243905
8766,low,1.061460062
8767,low,1.046350733
8768,low,1.14414686
8769,low,1.114086559
8770,low,1.148530844
8771,low,1.044145641
8772,low,1.18997992
8773,low,1.100657808
8774,low,1.162080481
8775,low,1.008638236
8776,low,1.033431449
8777,low,1.140560035
8778,low,1.104813934
8779,low,1.034645462
8780,low,1.157741466
8781,low,1.041364832
8782,low,1.006455074
8783,low,1.10301562
8784,low,1.002767547
8785,low,1.179778771
8786,low,1.194121159
8787,low,1.071989534
8788,low,1.028539115
8789,low,1.097388453
8790,low,1.102678674
8791,low,1.082738446
8792,low,1.164898285
8793,low,1.043826304
8794,low,1.084613299
8795,low,1.145562372
8796,low,1.11092771
8797,low,1.139209999
8798,low,1.070638949
8799,low,1.01386038
8800,low,1.169030626
8801,low,1.022581491
8802,low,1.094656804
8803,low,1.113465009
8804,low,1.028151567
8805,low,1.095613448
8806,low,1.070714925
8807,low,1.037606202
8808,low,1.130204792
8809,low,1.028018921
8810,low,1.148624181
8811,low,1.134570742
8812,low,1.12572095
8813,low,1.178055707
8814,low,1.16962592
8815,low,1.041642603
8816,low,1.175243706
8817,low,1.021671776
8818,low,1.013376523
8819,low,1.126691381
8820,low,1.01967051
8821,low,1.030481016
8822,low,1.151615996
8823,low,1.15308762
8824,low,1.001762894
8825,low,1.03150374
8826,low,1.046472511
8827,low,1.101408432
8828,low,1.083313032
8829,low,1.031179312
8830,low,1.085398252
8831,low,1.009948603
8832,low,1.099158519
8833,low,1.169039415
8834,low,1.000578537
8835,low,1.031172233
8836,low,1.085316334
8837,low,1.002637316
8838,low,1.194820145
8839,low,1.064256132
8840,low,1.134107284
8841,low,1.016610068
8842,low,1.080896793
8843,low,1.152673249
8844,low,1.145875222
8845,low,1.053813725
8846,low,1.101076099
8847,low,1.167049411
8848,low,1.036982795
8849,low,1.197696996
8850,low,1.057894941
8851,low,1.165557755
8852,low,1.039496732
8853,low,1.101278888
8854,low,1.126988637
8855,low,1.096857155
8856,low,1.193093047
8857,low,1.154914596
8858,low,1.010537486
8859,low,1.053036555
8860,low,1.139197459
8861,low,1.102486213
8862,low,1.038244988
8863,low,1.181712877
8864,low,1.173330388
8865,low,1.185701198
8866,low,1.186532162
8867,low,1.141742721
8868,low,1.098422607
8869,low,1.175784646
8870,low,1.017833263
8871,low,1.105774493
8872,low,1.128368368
8873,low,1.030784803
8874,low,1.015732784
8875,low,1.006944391
8876,low,1.01226998
8877,low,1.058571285
8878,low,1.104460563
8879,low,1.009262493
8880,low,1.133266392
8881,low,1.009414142
8882,low,1.096466683
8883,low,1.117113379
8884,low,1.106907268
8885,low,1.18541577
8886,low,1.194321497
8887,low,1.068051207
8888,low,1.0863438
8889,low,1.120777428
8890,low,1.193846381
8891,low,1.00033865
8892,low,1.108552673
8893,low,1.044020867
8894,low,1.031341137
8895,low,1.08912837
8896,low,1.179924784
8897,low,1.167479595
8898,low,1.0556196
8899,low,1.0058658
8900,low,1.199992974
8901,low,1.148893094
8902,low,1.112865145
8903,low,1.11024851
8904,low,1.108772535
8905,low,1.092759689
8906,low,1.122700099
8907,low,1.118911127
8908,low,1.034474133
8909,low,1.085697398
8910,low,1.099406312
8911,low,1.035243361
8912,low,1.122694684
8913,low,1.039070648
8914,low,1.046796212
8915,low,1.159940352
8916,low,1.194037781
8917,low,1.124663261
8918,low,1.024874883
8919,low,1.076743623
8920,low,1.087787602
8921,low,1.067779802
8922,low,1.039700108
8923,low,1.106339667
8924,low,1.167837094
8925,low,1.006414255
8926,low,1.10265713
8927,low,1.077996622
8928,low,1.040621796
8929,low,1.109313341
8930,low,1.157788245
8931,low,1.13195991
8932,low,1.127139605
8933,low,1.151925765
8934,low,1.194737972
8935,low,1.199632079
8936,low,1.092306262
8937,low,1.165903997
8938,low,1.103560829
8939,low,1.030506815
8940,low,1.088268838
8941,low,1.08055672
8942,low,1.103436391
8943,low,1.036167878
8944,low,1.020025134
8945,low,1.108490683
8946,low,1.137803326
8947,low,1.119002232
8948,low,1.063518236
8949,low,1.062323402
8950,low,1.053800755
8951,low,1.148422098
8952,low,1.020410779
8953,low,1.155728605
8954,low,1.150123378
8955,low,1.089515561
8956,low,1.07705143
8957,low,1.050779058
8958,low,1.184982705
8959,low,1.084635675
8960,low,1.004106594
8961,low,1.077917972
8962,low,1.190173262
8963,low,1.175177866
8964,low,1.195442896
8965,low,1.068212334
8966,low,1.149827024
8967,low,1.029144573
8968,low,1.041225229
8969,low,1.055268124
8970,low,1.05837786
8971,low,1.15200151
8972,low,1.149960607
8974,low,1.181690661
8975,low,1.000035375
8982,low,1.034348094
8984,low,1.185369885
8985,low,1.107178598
8986,low,1.018934515
8989,low,1.140592093
8990,low,1.192337434
8992,low,1.1346739
8996,low,1.036330625
8997,low,1.157527134
8998,low,1.078777604
8999,low,1.182921857
9002,low,1.005285798
9003,low,1.174539826
9004,low,1.149379291
9006,low,1.170508722
9008,low,1.170511824
9011,low,1.00458836
9012,low,1.03289961
9013,low,1.097821158
9014,low,1.107555863
9018,low,1.062510779
9019,low,1.118505184
9021,low,1.093191851
9022,low,1.033454002
9024,low,1.124499048
9026,low,1.003233628
9028,low,1.138941087
9029,low,1.176367395
9030,low,1.080575922
9031,low,1.087800392
9033,low,1.165060879
9037,low,1.086976158
9068,low,1.022681859
9079,low,1.087998948
9084,low,1.076397499
9099,low,1.114708645
9101,low,1.088384984
9102,low,1.165942249
9104,low,1.107760836
9111,low,1.093272313
9115,low,1.045410817
9116,low,1.191107316
9117,low,1.18156047
9127,low,1.035020323
9129,low,1.1128349
9132,low,1.003021626
9135,low,1.129681738
9138,low,1.072992375
9141,low,1.03973144
9142,low,1.136985726
9144,low,1.152914843
9146,low,1.014358587
9148,low,1.108832314
9155,low,1.050804631
9159,low,1.074799737
9164,low,1.130846207
9168,low,1.035177297
9169,low,1.055436879
9173,low,1.069379468
9174,low,1.179359153
9176,low,1.01203032
9177,low,1.16060497
9179,low,1.011813115
9180,low,1.034165569
9181,low,1.019144407
9182,low,1.072703189
9183,low,1.064940546
9184,low,1.132158607
9185,low,1.125301666
9186,low,1.120932433
9187,low,1.127738845
9188,low,1.157369346
9189,low,1.199831816
9190,low,1.011160731
9191,low,1.188837489
9192,low,1.11653404
9193,low,1.07374373
9194,low,1.047661031
9195,low,1.088901142
9196,low,1.000236371
9197,low,1.1632328
9198,low,1.073473095
9199,low,1.141759275
9200,low,1.10705592
9201,low,1.187229687
9202,low,1.087352775
9203,low,1.134954587
9204,low,1.167675495
9205,low,1.172999127
9206,low,1.13670726
9207,low,1.176539221
9208,low,1.169844217
9209,low,1.137236801
9210,low,1.011519038
9211,low,1.017523012
9212,low,1.12552402
9213,low,1.03805725
9214,low,1.098483138
9215,low,1.080923672
9216,low,1.136734936
9217,low,1.14547673
9218,low,1.021730527
9219,low,1.112621954
9220,low,1.096727652
9221,low,1.132085664
9222,low,1.066465728
9223,low,1.012621505
9224,low,1.185358845
9225,low,1.048993314
9226,low,1.101802416
9227,low,1.105642429
9228,low,1.085001212
9229,low,1.062607313
9230,low,1.09344243
9231,low,1.058884005
9232,low,1.151270801
9233,low,1.185547592
9234,low,1.150978788
9235,low,1.034521799
9236,low,1.124186474
9237,low,1.010866078
9238,low,1.061143782
9239,low,1.044602707
9240,low,1.175782836
9241,low,1.090522164
9242,low,1.137218755
9243,low,1.063539948
9244,low,1.094079975
9245,low,1.095027359
9246,low,1.127207814
9247,low,1.005798165
9248,low,1.096116689
9249,low,1.155348472
9250,low,1.169764094
9251,low,1.1379401
9252,low,1.051629188
9253,low,1.049905588
9254,low,1.184292536
9255,low,1.143989204
9256,low,1.172355149
9257,low,1.098611927
9258,low,1.04097465
9259,low,1.129221879
9260,low,1.104359633
9261,low,1.002468566
9262,low,1.069228303
9263,low,1.018230857
9264,low,1.188326
9265,low,1.050874963
9266,low,1.188464129
9267,low,1.037601457
9268,low,1.107935434
9269,low,1.183473958
9270,low,1.061635505
9271,low,1.194739946
9272,low,1.141061623
9273,low,1.1636732
9274,low,1.080746638
9275,low,1.063210676
9276,low,1.010889445
9277,low,1.102160171
9278,low,1.165225378
9279,low,1.16887074
9280,low,1.196263217
9281,low,1.031174331
9282,low,1.036663789
9283,low,1.029982286
9284,low,1.090300746
9285,low,1.188799774
9286,low,1.137543043
9287,low,1.084773827
9288,low,1.040198987
9289,low,1.076457618
9292,low,1.093881958
9293,low,1.173706339
9296,low,1.106900925
9301,low,1.023163314
9302,low,1.136300936
9303,low,1.100152588
9305,low,1.093100919
9306,low,1.028924267
9308,low,1.186113093
9313,low,1.04134759
9316,low,1.198074269
9317,low,1.152266859
9321,low,1.17924116
9324,low,1.100188404
9327,low,1.132107788
9328,low,1.120007315
9329,low,1.019349103
9330,low,1.05513133
9331,low,1.157585292
9332,low,1.080301728
9333,low,1.00612733
9334,low,1.045654947
9335,low,1.049463051
9336,low,1.054239592
9337,low,1.17610093
9338,low,1.170680478
9339,low,1.16824399
9340,low,1.052250764
9341,low,1.054091602
9342,low,1.11803408
9343,low,1.166968556
9344,low,1.01899309
9345,low,1.031946049
9346,low,1.089071257
9347,low,1.077215565
9348,low,1.013964354
9349,low,1.13631
9350,low,1.036936955
9351,low,1.115514177
9352,low,1.135871284
9353,low,1.1405942
9354,low,1.198363712
9355,low,1.197283101
9356,low,1.171772874
9357,low,1.049250813
9358,low,1.132864817
9359,low,1.185804054
9360,low,1.195822512
9361,low,1.147707111
9362,low,1.196539308
9363,low,1.064665223
9364,low,1.111762728
9365,low,1.089897733
9366,low,1.102560541
9367,low,1.050171341
9368,low,1.126949423
9369,low,1.001713617
9370,low,1.081374689
9371,low,1.193263141
9372,low,1.05842343
9373,low,1.013278882
9374,low,1.119081048
9375,low,1.177031288
9376,low,1.002523365
9377,low,1.01729212
9378,low,1.131465039
9379,low,1.083801143
9380,low,1.027648538
9381,low,1.109136265
9382,low,1.114317075
9383,low,1.179539883
9384,low,1.04936354
9385,low,1.057276833
9386,low,1.161043471
9387,low,1.129001401
9388,low,1.163206957
9389,low,1.155647645
9390,low,1.149530684
9391,low,1.090140273
9392,low,1.001611206
9393,low,1.096727994
9394,low,1.151132687
9395,low,1.058731961
9396,low,1.136890668
9397,low,1.087614122
9398,low,1.010192481
9399,low,1.152025641
9400,low,1.135844314
9401,low,1.086952534
9402,low,1.160455069
9403,low,1.072536152
9404,low,1.083407927
9405,low,1.136012539
9406,low,1.052811637
9407,low,1.103437926
9408,low,1.032920226
9409,low,1.192903788
9410,low,1.051077802
9411,low,1.108639293
9412,low,1.168714232
9413,low,1.023995976
9414,low,1.081264651
9415,low,1.065028559
9416,low,1.074185722
9417,low,1.183142537
9418,low,1.048233848
9419,low,1.086659948
9420,low,1.027772208
9421,low,1.077225983
9422,low,1.122948453
9423,low,1.086127416
9424,low,1.103885743
9425,low,1.167404446
9426,low,1.121496184
9427,low,1.005040074
9428,low,1.113693167
9429,low,1.174412657
9430,low,1.169360269
9431,low,1.145617987
9432,low,1.133527959
9433,low,1.092290705
9434,low,1.045308633
9435,low,1.153644084
9436,low,1.006469839
9437,low,1.066111696
9438,low,1.181812215
9439,low,1.007554185
9440,low,1.181736997
9441,low,1.036641701
9442,low,1.180845366
9443,low,1.038134896
9444,low,1.104450995
9445,low,1.043479274
9446,low,1.179507949
9447,low,1.033594935
9448,low,1.015916699
9449,low,1.195969535
9450,low,1.130863953
9451,low,1.02670622
9452,low,1.024799756
9453,low,1.137669483
9454,low,1.191601492
9455,low,1.19406887
9456,low,1.155726295
9457,low,1.104859051
9458,low,1.075048061
9459,low,1.149763566
9460,low,1.02840144
9461,low,1.114810329
9462,low,1.004427136
