i,revision,theta
7389,low,0.207042332
7390,low,0.290946281
7391,low,0.348760884
7395,low,0.171674842
7401,low,0.192472108
7404,low,0.26194476
7406,low,0.153065257
7409,low,0.281200249
7411,low,0.364802229
7415,low,0.309504435
7417,low,0.176013404
7419,low,0.326895773
7420,low,0.314305999
7421,low,0.118558024
7422,low,0.195122985
7423,low,0.242540893
7424,low,0.24331225
7431,low,0.257096098
7433,low,0.159106572
7438,low,0.379508007
7442,low,0.352323047
7451,low,0.303106102
7453,low,0.210838567
7454,low,0.150421657
7455,low,0.145640439
7456,low,0.113748269
7457,low,0.170419816
7458,low,0.36249602
7459,low,0.327988111
7460,low,0.242191594
7461,low,0.222112429
7462,low,0.314189853
7463,low,0.336580818
7464,low,0.313400499
7465,low,0.383699993
7466,low,0.263146517
7467,low,0.148767259
7468,low,0.296749658
7469,low,0.219521383
7470,low,0.156759015
7471,low,0.353397877
7472,low,0.255081094
7473,low,0.328343062
7474,low,0.186456094
7475,low,0.211600575
7476,low,0.306603741
7477,low,0.259115106
7478,low,0.227124305
7479,low,0.143392749
7480,low,0.325520328
7481,low,0.135071165
7482,low,0.385653371
7483,low,0.195545817
7484,low,0.315535506
7485,low,0.262728369
7486,low,0.270371898
7487,low,0.225676275
7488,low,0.367771022
7489,low,0.381329095
7490,low,0.141121878
7491,low,0.170145499
7492,low,0.179550472
7493,low,0.396875347
7494,low,0.187449211
7495,low,0.257456903
7496,low,0.208517399
7497,low,0.2660986
7498,low,0.223868144
7499,low,0.101111009
7500,low,0.354812441
7501,low,0.350935203
7502,low,0.283075289
7503,low,0.175241827
7504,low,0.351265135
7505,low,0.345777326
7506,low,0.189877756
7507,low,0.248394668
7508,low,0.148098708
7509,low,0.103847535
7510,low,0.136419796
7511,low,0.334369396
7512,low,0.380487944
7513,low,0.221278427
7514,low,0.379026513
7515,low,0.307448207
7516,low,0.388848499
7517,low,0.387115762
7518,low,0.126183401
7519,low,0.382370315
7520,low,0.106781951
7521,low,0.152149522
7522,low,0.147343216
7523,low,0.304150169
7524,low,0.156815389
7525,low,0.3441839
7526,low,0.321279576
7527,low,0.263216603
7528,low,0.161142816
7529,low,0.111947383
7530,low,0.253834021
7531,low,0.285407664
7532,low,0.27133023
7533,low,0.295353315
7534,low,0.32397362
7535,low,0.172242286
7536,low,0.240064002
7537,low,0.125959345
7538,low,0.351870863
7539,low,0.151157609
7540,low,0.211331984
7541,low,0.201598345
7542,low,0.302500141
7543,low,0.106720636
7544,low,0.31038944
7545,low,0.236236524
7546,low,0.267621802
7547,low,0.363343641
7548,low,0.262007036
7549,low,0.276891307
7550,low,0.136746216
7551,low,0.346649074
7552,low,0.134241782
7553,low,0.368773221
7554,low,0.374617046
7555,low,0.389987035
7556,low,0.12670185
7557,low,0.373589181
7558,low,0.282094351
7559,low,0.360523456
7560,low,0.34311595
7561,low,0.341786546
7562,low,0.316260745
7563,low,0.246742883
7564,low,0.298556646
7565,low,0.137483672
7566,low,0.212842711
7567,low,0.297690396
7568,low,0.378641824
7569,low,0.167935192
7570,low,0.254782829
7571,low,0.173941396
7572,low,0.348050201
7573,low,0.216653188
7574,low,0.186541103
7575,low,0.277144009
7576,low,0.26996115
7577,low,0.379195342
7578,low,0.328629811
7579,low,0.290033517
7580,low,0.126921104
7581,low,0.317277102
7582,low,0.155261825
7583,low,0.200488655
7584,low,0.24729659
7585,low,0.243607314
7586,low,0.306668966
7587,low,0.387941647
7588,low,0.226265213
7589,low,0.194502919
7590,low,0.384304085
7591,low,0.18196427
7592,low,0.318087309
7593,low,0.249497531
7594,low,0.141736268
7595,low,0.379574175
7596,low,0.338146244
7597,low,0.278767217
7598,low,0.108754206
7599,low,0.389076781
7600,low,0.327007064
7601,low,0.327045128
7602,low,0.141081533
7603,low,0.161840456
7604,low,0.104158826
7605,low,0.166639758
7606,low,0.355474358
7607,low,0.269983431
7608,low,0.124649458
7609,low,0.230042744
7610,low,0.328655646
7611,low,0.265655267
7612,low,0.319332378
7613,low,0.125929691
7614,low,0.36367711
7615,low,0.332602078
7616,low,0.256680499
7617,low,0.290375731
7618,low,0.278979122
7619,low,0.176695033
7620,low,0.240648867
7621,low,0.306625882
7622,low,0.252203987
7623,low,0.26868165
7624,low,0.154328161
7625,low,0.184489678
7626,low,0.380167855
7627,low,0.251252351
7628,low,0.241923351
7629,low,0.334468342
7630,low,0.27814129
7631,low,0.276633513
7632,low,0.377365436
7633,low,0.3237017
7634,low,0.386769004
7635,low,0.341110401
7636,low,0.175491946
7637,low,0.332872807
7638,low,0.399126498
7639,low,0.120513698
7640,low,0.119308928
7641,low,0.378974218
7642,low,0.198584053
7643,low,0.370436301
7644,low,0.341699129
7645,low,0.281087721
7646,low,0.174596044
7647,low,0.186609087
7648,low,0.129657442
7649,low,0.136860747
7650,low,0.345905814
7651,low,0.282137625
7652,low,0.349390911
7653,low,0.36313837
7654,low,0.391092697
7655,low,0.305964215
7656,low,0.219648394
7657,low,0.345251811
7658,low,0.115675715
7659,low,0.293275036
7660,low,0.278402632
7661,low,0.136669989
7662,low,0.272890491
7663,low,0.127294299
7664,low,0.27173628
7665,low,0.296020124
7666,low,0.379730066
7667,low,0.340751914
7668,low,0.186176405
7669,low,0.225220059
7670,low,0.244059959
7671,low,0.328141489
7672,low,0.271033688
7673,low,0.1058334
7674,low,0.19501022
7675,low,0.322764055
7676,low,0.233052008
7677,low,0.34920711
7678,low,0.396234908
7679,low,0.307609198
7680,low,0.291519612
7681,low,0.209335994
7682,low,0.35732398
7683,low,0.137462933
7684,low,0.381990541
7685,low,0.242081114
7686,low,0.185041549
7687,low,0.155438122
7688,low,0.354183462
7689,low,0.212655565
7690,low,0.388720018
7691,low,0.108272667
7692,low,0.280857852
7693,low,0.158878808
7694,low,0.134892233
7695,low,0.337337839
7696,low,0.195793143
7697,low,0.365514807
7698,low,0.209361375
7699,low,0.149275849
7700,low,0.212448326
7701,low,0.117895919
7702,low,0.395957503
7703,low,0.16664896
7704,low,0.397457174
7705,low,0.118397349
7706,low,0.114993699
7707,low,0.263379892
7708,low,0.320727225
7709,low,0.399527933
7710,low,0.158391634
7711,low,0.255825532
7712,low,0.277741321
7713,low,0.353457097
7714,low,0.345361119
7715,low,0.1709835
7716,low,0.150013212
7717,low,0.288153183
7718,low,0.272790635
7719,low,0.194410186
7720,low,0.203546194
7721,low,0.307028442
7722,low,0.183754741
7723,low,0.251454962
7724,low,0.196667203
7725,low,0.327769951
7726,low,0.363920049
7727,low,0.365850701
7728,low,0.251550492
7729,low,0.27519375
7730,low,0.284958979
7731,low,0.16538661
7732,low,0.342843012
7733,low,0.390411645
7734,low,0.166207685
7735,low,0.240395262
7736,low,0.194798558
7737,low,0.225717948
7738,low,0.318638648
7739,low,0.315846586
7740,low,0.244802283
7741,low,0.368696799
7742,low,0.209437036
7743,low,0.223834563
7744,low,0.23977285
7745,low,0.373197989
7746,low,0.302909179
7747,low,0.311048321
7748,low,0.319802658
7749,low,0.385204468
7750,low,0.100971428
7751,low,0.307866829
7752,low,0.393669257
7753,low,0.327829545
7754,low,0.390510877
7755,low,0.202227707
7756,low,0.202289934
7757,low,0.350392463
7758,low,0.204742147
7759,low,0.133346236
7760,low,0.118950625
7761,low,0.142559084
7762,low,0.212183594
7763,low,0.205517777
7764,low,0.38149342
7765,low,0.12142852
7766,low,0.249510566
7767,low,0.248933341
7768,low,0.279252866
7769,low,0.357810433
7770,low,0.316006271
7771,low,0.185190115
7772,low,0.380069996
7773,low,0.334488996
7774,low,0.150070361
7775,low,0.346465012
7776,low,0.230594551
7777,low,0.177904623
7778,low,0.136011391
7779,low,0.205205194
7780,low,0.275110893
7781,low,0.393569458
7782,low,0.351762916
7783,low,0.18132683
7784,low,0.153719849
7785,low,0.144979116
7786,low,0.299978224
7787,low,0.246441869
7788,low,0.334860566
7789,low,0.189366925
7790,low,0.222012861
7791,low,0.332889009
7792,low,0.156287294
7793,low,0.14667412
7794,low,0.278404382
7795,low,0.163076963
7796,low,0.350659143
7797,low,0.233435474
7798,low,0.385924506
7799,low,0.117129249
7800,low,0.377864609
7801,low,0.184255451
7802,low,0.137179701
7803,low,0.252718163
7804,low,0.131245272
7805,low,0.156923866
7806,low,0.234537656
7807,low,0.361899815
7808,low,0.367442498
7809,low,0.120162459
7810,low,0.342903886
7811,low,0.195769319
7812,low,0.353052652
7813,low,0.101997992
7814,low,0.28823296
7815,low,0.108782725
7816,low,0.352732677
7817,low,0.353424628
7818,low,0.28364601
7819,low,0.152949921
7820,low,0.356811617
7821,low,0.345916677
7822,low,0.360815734
7823,low,0.330913453
7824,low,0.20644489
7825,low,0.103150475
7826,low,0.298522613
7827,low,0.228321941
7828,low,0.250198041
7829,low,0.177192029
7830,low,0.261027832
7831,low,0.389900029
7832,low,0.119580246
7833,low,0.229597771
7834,low,0.244412566
7835,low,0.359891329
7836,low,0.154366055
7837,low,0.343710913
7838,low,0.370511116
7839,low,0.115427534
7840,low,0.312153585
7841,low,0.362569766
7842,low,0.284485779
7843,low,0.372219339
7844,low,0.146839037
7845,low,0.333953842
7846,low,0.124564759
7847,low,0.221410142
7848,low,0.303260847
7849,low,0.386333564
7850,low,0.290337673
7851,low,0.176756088
7852,low,0.371476039
7853,low,0.36464122
7854,low,0.381804754
7855,low,0.220794245
7856,low,0.118356844
7857,low,0.271493819
7858,low,0.198582685
7859,low,0.342770041
7860,low,0.306952329
7861,low,0.356172218
7862,low,0.298798773
7863,low,0.345294587
7864,low,0.242772824
7865,low,0.129776734
7866,low,0.250065029
7867,low,0.383232269
7868,low,0.167864824
7869,low,0.11072855
7870,low,0.193704856
7871,low,0.330229451
7872,low,0.289191231
7873,low,0.248881737
7874,low,0.169017726
7875,low,0.383863022
7876,low,0.269092087
7877,low,0.30488161
7878,low,0.276978509
7879,low,0.148025074
7880,low,0.258722246
7881,low,0.360468228
7882,low,0.165777513
7883,low,0.189924913
7884,low,0.138637718
7885,low,0.137545011
7886,low,0.321650221
7887,low,0.209165369
7888,low,0.266994151
7889,low,0.104152044
7890,low,0.272644758
7891,low,0.114488631
7892,low,0.144297984
7893,low,0.330720926
7894,low,0.392085993
7895,low,0.277893492
7896,low,0.34196831
7897,low,0.171647795
7898,low,0.347741424
7899,low,0.203103794
7900,low,0.182460207
7901,low,0.36076047
7902,low,0.157740396
7903,low,0.113465753
7904,low,0.11268092
7905,low,0.148468159
7906,low,0.371500898
7907,low,0.191025341
7908,low,0.315144827
7909,low,0.173908489
7910,low,0.158839468
7911,low,0.295071643
7912,low,0.155947554
7913,low,0.174762975
7914,low,0.190574849
7915,low,0.175651306
7916,low,0.201817456
7917,low,0.269106685
7918,low,0.2826927
7919,low,0.169900421
7920,low,0.262368432
7921,low,0.301513068
7922,low,0.368600175
7923,low,0.339838362
7924,low,0.30300351
7925,low,0.359511547
7926,low,0.382765295
7927,low,0.223930926
7928,low,0.284902516
7929,low,0.314060798
7930,low,0.285032297
7931,low,0.100418729
7932,low,0.337462902
7933,low,0.146136051
7934,low,0.323131178
7935,low,0.261308912
7936,low,0.343815081
7937,low,0.136260469
7938,low,0.131496119
7939,low,0.121606708
7940,low,0.340421008
7941,low,0.367496144
7942,low,0.214680955
7943,low,0.362360388
7944,low,0.317179482
7945,low,0.368422936
7946,low,0.219308328
7947,low,0.109009031
7948,low,0.364228161
7949,low,0.168492358
7950,low,0.174808903
7951,low,0.119746022
7952,low,0.360095674
7953,low,0.212688434
7954,low,0.379871464
7969,low,0.125979324
7972,low,0.376010171
7975,low,0.320925888
7976,low,0.381043598
7980,low,0.182804367
7982,low,0.143951957
7985,low,0.238674233
7987,low,0.253442158
7988,low,0.262656325
7989,low,0.172233026
7990,low,0.280617442
7993,low,0.244363413
7996,low,0.352496977
8006,low,0.371486951
8015,low,0.341171814
8018,low,0.37910886
8019,low,0.295314813
8020,low,0.270279877
8021,low,0.229236829
8022,low,0.165564721
8023,low,0.297749687
8024,low,0.329604868
8025,low,0.114821488
8026,low,0.329529113
8027,low,0.258415344
8028,low,0.295407093
8029,low,0.317937388
8030,low,0.165200696
8031,low,0.224070405
8032,low,0.168582792
8033,low,0.35169783
8034,low,0.288643528
8035,low,0.187614503
8036,low,0.2898676
8037,low,0.394705873
8038,low,0.181556679
8039,low,0.273380085
8040,low,0.24502634
8041,low,0.235991842
8042,low,0.178254056
8043,low,0.257525864
8044,low,0.318319846
8045,low,0.166942266
8046,low,0.200889789
8047,low,0.374285331
8048,low,0.214976859
8049,low,0.232043704
8050,low,0.289310226
8051,low,0.252784744
8052,low,0.202377238
8053,low,0.376353241
8054,low,0.17512701
8055,low,0.232341005
8056,low,0.257353226
8057,low,0.364081248
8058,low,0.146315304
8059,low,0.380600417
8060,low,0.17709536
8061,low,0.198253869
8062,low,0.309510705
8063,low,0.330424909
8064,low,0.380895623
8065,low,0.347589016
8066,low,0.173055852
8067,low,0.30282146
8068,low,0.300831289
8069,low,0.336925734
8070,low,0.350333577
8071,low,0.259459963
8072,low,0.118531595
8073,low,0.236028417
8074,low,0.324993388
8075,low,0.286737425
8076,low,0.380421816
8077,low,0.1755139
8078,low,0.368239369
8079,low,0.366008369
8080,low,0.334365522
8081,low,0.149313091
8082,low,0.141748147
8083,low,0.236019743
8084,low,0.262323344
8085,low,0.125904104
8086,low,0.390202966
8087,low,0.15724103
8088,low,0.190349187
8089,low,0.227620906
8090,low,0.396262584
8091,low,0.324835253
8092,low,0.390611724
8093,low,0.372746409
8094,low,0.106726998
8095,low,0.285822989
8096,low,0.315404
8097,low,0.174012468
8098,low,0.110850748
8099,low,0.159348756
8100,low,0.178949894
8101,low,0.362121011
8102,low,0.237296201
8103,low,0.311986207
8104,low,0.230176053
8105,low,0.28326791
8106,low,0.20443564
8107,low,0.163864348
8108,low,0.334174343
8109,low,0.146379893
8110,low,0.179539221
8111,low,0.272820342
8112,low,0.314318957
8113,low,0.130350155
8114,low,0.370230933
8115,low,0.277406706
8116,low,0.382547505
8117,low,0.146790417
8118,low,0.18876173
8119,low,0.244849993
8120,low,0.206753987
8121,low,0.249966088
8122,low,0.254100318
8123,low,0.124007899
8124,low,0.288382395
8125,low,0.270094156
8126,low,0.348563373
8127,low,0.181768152
8128,low,0.32911192
8129,low,0.265456731
8130,low,0.262688241
8131,low,0.234793397
8132,low,0.307772812
8133,low,0.297778038
8134,low,0.245830025
8135,low,0.178602563
8136,low,0.222618697
8137,low,0.153729891
8138,low,0.124580025
8139,low,0.140076931
8140,low,0.180878609
8141,low,0.263395846
8142,low,0.134255905
8143,low,0.280936466
8144,low,0.396600022
8145,low,0.283431756
8146,low,0.101327821
8147,low,0.178734544
8148,low,0.384232745
8149,low,0.346993199
8150,low,0.20236115
8151,low,0.183729127
8152,low,0.306626935
8153,low,0.245758078
8154,low,0.365184494
8155,low,0.319462275
8156,low,0.377606363
8157,low,0.215409337
8158,low,0.125067094
8159,low,0.304999002
8160,low,0.34769969
8161,low,0.159860535
8162,low,0.109832091
8163,low,0.261597807
8164,low,0.350365613
8165,low,0.153727007
8166,low,0.316607932
8167,low,0.10091908
8168,low,0.161552249
8169,low,0.292765346
8170,low,0.282654836
8171,low,0.157044228
8172,low,0.247308008
8173,low,0.132217095
8174,low,0.240575478
8175,low,0.183594533
8176,low,0.32094196
8177,low,0.300673643
8178,low,0.298959557
8179,low,0.160094684
8180,low,0.201088578
8181,low,0.209860785
8182,low,0.133414786
8183,low,0.180315543
8184,low,0.351109951
8185,low,0.229563743
8186,low,0.191779464
8187,low,0.386116514
8188,low,0.266146339
8189,low,0.149472737
8190,low,0.327053433
8191,low,0.168192658
8192,low,0.148416343
8193,low,0.122492887
8194,low,0.116413778
8195,low,0.315203115
8196,low,0.183769883
8197,low,0.395541805
8198,low,0.118752618
8199,low,0.249808979
8200,low,0.164136821
8201,low,0.223106546
8202,low,0.140665131
8203,low,0.183976465
8204,low,0.316863327
8205,low,0.331446001
8206,low,0.249549988
8207,low,0.265793625
8208,low,0.311847261
8209,low,0.157703849
8210,low,0.123216724
8211,low,0.25114679
8212,low,0.352462359
8213,low,0.380549095
8214,low,0.291867425
8215,low,0.17878217
8216,low,0.384596581
8217,low,0.340277646
8218,low,0.355363332
8219,low,0.375810799
8220,low,0.391287501
8221,low,0.391758018
8222,low,0.369245351
8223,low,0.195138549
8224,low,0.228213823
8225,low,0.231638459
8226,low,0.204056564
8227,low,0.137997472
8228,low,0.214493976
8229,low,0.223331517
8230,low,0.34339319
8231,low,0.361163299
8232,low,0.301155664
8233,low,0.328259109
8234,low,0.255486465
8235,low,0.30258806
8236,low,0.19185301
8237,low,0.329884578
8238,low,0.371471556
8239,low,0.322847486
8240,low,0.265761337
8241,low,0.152621683
8242,low,0.108176178
8243,low,0.35211909
8244,low,0.216949221
8245,low,0.339269256
8246,low,0.213841361
8247,low,0.159358551
8248,low,0.303367329
8249,low,0.180452331
8250,low,0.336023515
8251,low,0.308278822
8252,low,0.220951346
8253,low,0.272084434
8254,low,0.379719086
8255,low,0.315336152
8256,low,0.205542746
8257,low,0.379179239
8258,low,0.344576342
8259,low,0.159831635
8260,low,0.164061678
8261,low,0.280761439
8262,low,0.282141118
8263,low,0.235490619
8264,low,0.223818941
8265,low,0.255758474
8266,low,0.355125837
8267,low,0.358137178
8268,low,0.370630237
8269,low,0.294036222
8270,low,0.387785924
8271,low,0.253709013
8272,low,0.187361605
8273,low,0.255543565
8274,low,0.253895535
8275,low,0.272956325
8276,low,0.206511982
8277,low,0.187166833
8278,low,0.36166927
8279,low,0.151897666
8280,low,0.15198682
8281,low,0.192953614
8282,low,0.332982775
8283,low,0.332568732
8284,low,0.334074759
8285,low,0.247188717
8286,low,0.130330543
8287,low,0.347211043
8288,low,0.3564999
8289,low,0.268329199
8290,low,0.102759863
8291,low,0.28376431
8292,low,0.117933542
8293,low,0.372933246
8294,low,0.215602414
8295,low,0.279364139
8296,low,0.373762931
8297,low,0.374727223
8298,low,0.129838192
8299,low,0.250129779
8300,low,0.314775294
8301,low,0.381461218
8302,low,0.123255963
8303,low,0.156713473
8304,low,0.239064488
8305,low,0.21541117
8306,low,0.244479565
8307,low,0.230912212
8308,low,0.212668302
8309,low,0.314034998
8310,low,0.189204746
8311,low,0.385923089
8312,low,0.259172292
8313,low,0.131309218
8314,low,0.334305114
8315,low,0.372922895
8316,low,0.103049633
8317,low,0.126570614
8318,low,0.381894322
8319,low,0.211154006
8320,low,0.208026508
8321,low,0.369333083
8322,low,0.110385197
8323,low,0.186022207
8324,low,0.186955636
8325,low,0.329341392
8326,low,0.294410403
8327,low,0.281517728
8328,low,0.199982157
8329,low,0.339743331
8330,low,0.142269232
8331,low,0.170803996
8332,low,0.351608567
8333,low,0.297914741
8334,low,0.362153402
8335,low,0.146754857
8336,low,0.157424076
8337,low,0.348291689
8338,low,0.201728123
8339,low,0.237876501
8340,low,0.295778457
8341,low,0.248160843
8342,low,0.39733147
8343,low,0.177971401
8344,low,0.209372022
8345,low,0.167273933
8346,low,0.339401976
8347,low,0.194678496
8348,low,0.105571462
8349,low,0.283354809
8350,low,0.224871375
8351,low,0.213958058
8352,low,0.366068759
8353,low,0.354303912
8354,low,0.334356769
8355,low,0.242466463
8356,low,0.23472249
8357,low,0.184425683
8358,low,0.160262119
8359,low,0.199946826
8360,low,0.363381547
8361,low,0.214204914
8362,low,0.147142709
8363,low,0.290428285
8364,low,0.169347557
8365,low,0.299108397
8366,low,0.253506012
8367,low,0.34329347
8368,low,0.313299972
8369,low,0.374617004
8370,low,0.150195173
8371,low,0.345581547
8372,low,0.381343368
8373,low,0.132493699
8374,low,0.101384864
8375,low,0.148222257
8376,low,0.348708434
8377,low,0.354088149
8378,low,0.243371186
8379,low,0.347265093
8380,low,0.21221293
8381,low,0.36802429
8382,low,0.227407607
8383,low,0.310243116
8384,low,0.37967701
8385,low,0.395434917
8386,low,0.27938726
8387,low,0.196605837
8388,low,0.320221096
8389,low,0.398288355
8390,low,0.380655445
8391,low,0.396664581
8392,low,0.267568121
8393,low,0.187185028
8394,low,0.261657501
8395,low,0.29634786
8396,low,0.371844864
8397,low,0.209298555
8398,low,0.205437411
8399,low,0.139529448
8400,low,0.215167348
8401,low,0.250559931
8402,low,0.121690642
8403,low,0.177497359
8404,low,0.368718443
8405,low,0.398110371
8406,low,0.164643759
8407,low,0.28949099
8408,low,0.346928154
8409,low,0.247003566
8410,low,0.174662672
8411,low,0.332626502
8412,low,0.319563435
8413,low,0.268578522
8414,low,0.354549862
8415,low,0.264146034
8416,low,0.311216424
8417,low,0.322417651
8418,low,0.314223531
8419,low,0.239410378
8420,low,0.178326509
8421,low,0.188132624
8422,low,0.22289209
8423,low,0.115161706
8424,low,0.186902642
8425,low,0.237440583
8426,low,0.182935144
8427,low,0.296071831
8428,low,0.388830177
8429,low,0.214714248
8430,low,0.163742374
8431,low,0.371647042
8432,low,0.249715263
8433,low,0.393616802
8434,low,0.100395594
8435,low,0.319360711
8436,low,0.326504794
8437,low,0.27088431
8438,low,0.390204007
8439,low,0.172180718
8440,low,0.377709894
8441,low,0.104732583
8442,low,0.150246437
8443,low,0.192912766
8444,low,0.126984439
8445,low,0.311245281
8446,low,0.220031357
8447,low,0.244398869
8448,low,0.259396318
8449,low,0.311011432
8450,low,0.321830733
8451,low,0.236528975
8452,low,0.308669645
8453,low,0.320314717
8454,low,0.113029695
8455,low,0.183741825
8456,low,0.33188219
8457,low,0.207014308
8458,low,0.15530928
8459,low,0.152718646
8460,low,0.289477674
8461,low,0.260164892
8462,low,0.232998269
8463,low,0.101858414
8464,low,0.2402468
8465,low,0.204979335
8466,low,0.357469121
8467,low,0.134999221
8468,low,0.347271093
8469,low,0.21733754
8470,low,0.167606436
8471,low,0.368709158
8472,low,0.118460419
8473,low,0.333879271
8474,low,0.328819546
8475,low,0.263672123
8476,low,0.15509822
8477,low,0.279276506
8478,low,0.385257333
8479,low,0.315366388
8480,low,0.376400759
8481,low,0.205508005
8482,low,0.183725808
8483,low,0.313503782
8484,low,0.27711608
8485,low,0.342833677
8486,low,0.385449327
8487,low,0.196335736
8488,low,0.225222061
8489,low,0.184841707
8490,low,0.369912573
8491,low,0.261364513
8492,low,0.177311198
8493,low,0.154029124
8494,low,0.16980004
8499,low,0.280934944
8500,low,0.222644689
8502,low,0.179143835
8503,low,0.380079857
8504,low,0.35816792
8505,low,0.130299672
8507,low,0.153855818
8512,low,0.28040565
8513,low,0.3147604
8515,low,0.194811501
8516,low,0.267014232
8519,low,0.28309042
8521,low,0.398374584
8523,low,0.280519123
8527,low,0.210650122
8528,low,0.151691123
8532,low,0.166060347
8533,low,0.153321443
8534,low,0.136410991
8535,low,0.168629372
8537,low,0.110463363
8541,low,0.222394465
8542,low,0.397990095
8544,low,0.334189286
8545,low,0.297164065
8546,low,0.344156644
8547,low,0.271440617
8549,low,0.393080322
8552,low,0.223078111
8553,low,0.224906984
8555,low,0.10876699
8556,low,0.365818273
8557,low,0.117680427
8558,low,0.113980448
8559,low,0.303464123
8560,low,0.211192229
8561,low,0.111286988
8562,low,0.290522397
8563,low,0.131394494
8564,low,0.251008815
8565,low,0.141133692
8566,low,0.249369632
8567,low,0.261616662
8568,low,0.245156106
8569,low,0.113952278
8570,low,0.1021372
8571,low,0.127566666
8572,low,0.106231744
8573,low,0.285456751
8574,low,0.265818605
8575,low,0.211378391
8576,low,0.192698326
8577,low,0.145060351
8578,low,0.20192549
8579,low,0.28176745
8580,low,0.180069006
8581,low,0.125032563
8582,low,0.255013135
8583,low,0.374175862
8584,low,0.217914746
8585,low,0.28396678
8586,low,0.399249312
8587,low,0.124726746
8588,low,0.399606715
8589,low,0.289093497
8590,low,0.249350076
8591,low,0.183992623
8592,low,0.360044079
8593,low,0.358607387
8594,low,0.288563556
8595,low,0.234675446
8596,low,0.356936354
8597,low,0.251981705
8598,low,0.218627907
8599,low,0.145747005
8600,low,0.150729782
8601,low,0.375013052
8602,low,0.153920974
8603,low,0.240706105
8604,low,0.187992488
8605,low,0.302519047
8606,low,0.139193774
8607,low,0.116285074
8608,low,0.21599649
8609,low,0.184421304
8610,low,0.374321755
8611,low,0.248236132
8612,low,0.327702236
8613,low,0.204229442
8614,low,0.142893396
8615,low,0.265728392
8616,low,0.111160541
8617,low,0.27060893
8618,low,0.371663439
8619,low,0.101582482
8620,low,0.292683203
8621,low,0.151263302
8622,low,0.282632493
8623,low,0.391066887
8624,low,0.111936196
8625,low,0.231786037
8626,low,0.236462067
8627,low,0.396566884
8628,low,0.280691019
8629,low,0.392418378
8630,low,0.144470309
8631,low,0.38145821
8632,low,0.362380621
8633,low,0.171184402
8634,low,0.378017769
8635,low,0.244875395
8636,low,0.33882181
8637,low,0.169750133
8638,low,0.19902277
8639,low,0.316535956
8640,low,0.146610953
8641,low,0.280797189
8642,low,0.164541931
8643,low,0.394920419
8644,low,0.252426871
8645,low,0.130079486
8646,low,0.31100078
8647,low,0.37544251
8648,low,0.329513937
8649,low,0.268012505
8650,low,0.138713312
8651,low,0.399396183
8652,low,0.170752623
8653,low,0.310760453
8654,low,0.162846593
8655,low,0.19083382
8656,low,0.181629258
8657,low,0.158863909
8658,low,0.26412137
8659,low,0.123036759
8660,low,0.205541225
8661,low,0.350637837
8662,low,0.387469377
8663,low,0.274863519
8664,low,0.114454127
8665,low,0.227991091
8666,low,0.276683021
8667,low,0.17094006
8668,low,0.156825566
8669,low,0.385064749
8670,low,0.321913878
8671,low,0.362785497
8672,low,0.256593559
8673,low,0.253106568
8674,low,0.314472246
8675,low,0.229939693
8676,low,0.304218062
8677,low,0.102645012
8678,low,0.337032739
8679,low,0.3404128
8680,low,0.226714046
8681,low,0.30759727
8682,low,0.293512912
8683,low,0.361580162
8684,low,0.140863397
8685,low,0.224709295
8686,low,0.365268823
8687,low,0.233176521
8688,low,0.242699695
8689,low,0.176036027
8690,low,0.210302521
8691,low,0.161012328
8692,low,0.284551275
8693,low,0.214838329
8694,low,0.207944322
8695,low,0.32172371
8696,low,0.242826251
8697,low,0.32961407
8698,low,0.331107092
8699,low,0.233761699
8700,low,0.301836774
8701,low,0.335193061
8702,low,0.177685823
8703,low,0.171011261
8704,low,0.364405584
8705,low,0.216093225
8706,low,0.1596945
8707,low,0.382462697
8708,low,0.198969627
8709,low,0.209558957
8710,low,0.28529234
8711,low,0.242522325
8712,low,0.293670398
8713,low,0.282786789
8714,low,0.316363331
8715,low,0.143494439
8716,low,0.314447224
8717,low,0.340297947
8718,low,0.115814343
8719,low,0.182394708
8720,low,0.243020049
8721,low,0.39685928
8722,low,0.158680207
8723,low,0.107201131
8724,low,0.214431207
8725,low,0.161709538
8726,low,0.241296376
8727,low,0.121609395
8728,low,0.278265448
8729,low,0.321961665
8730,low,0.204775985
8731,low,0.140673751
8732,low,0.366135703
8733,low,0.130159749
8734,low,0.316008433
8735,low,0.280027316
8736,low,0.193834912
8737,low,0.242379603
8738,low,0.108301964
8739,low,0.187935278
8740,low,0.152660267
8741,low,0.131624283
8742,low,0.185061877
8743,low,0.263855489
8744,low,0.20699994
8745,low,0.356760177
8746,low,0.30845459
8747,low,0.167378829
8748,low,0.262223352
8749,low,0.266244162
8750,low,0.160751566
8751,low,0.172349374
8752,low,0.110274385
8753,low,0.324063257
8754,low,0.185722431
8755,low,0.26351178
8756,low,0.326616528
8757,low,0.307064139
8758,low,0.215695419
8759,low,0.379723129
8760,low,0.199462182
8761,low,0.340249648
8762,low,0.240757711
8763,low,0.232260037
8764,low,0.294640128
8765,low,0.284922954
8766,low,0.170814151
8767,low,0.163395666
8768,low,0.18676936
8769,low,0.240623247
8770,low,0.382967538
8771,low,0.36528417
8772,low,0.1432074
8773,low,0.259827925
8774,low,0.146931415
8775,low,0.234172328
8776,low,0.176879999
8777,low,0.220251335
8778,low,0.179016303
8779,low,0.307959972
8780,low,0.36325054
